"gene","15","s29","BB7","s7"
"GENE131",8.39915370668279,7.92991651850104,8.52945143069312,9.7328774134446
"GENE132",9.9989968240429,8.59219836879318,9.48265295301295,8.60502815348926
"GENE133",9.91978749755623,8.5468474075904,9.66140271874947,8.29959272619908
"GENE134",10.2703245995259,10.5236000174714,10.2402264919365,9.27781216770525
"GENE135",10.4379294183378,9.38915873722628,10.2950145534815,10.468772766689
"GENE136",9.73338838983877,9.99822528180381,10.2667626006477,8.92357445929604
"GENE137",7.64335704510299,9.25591446130613,8.57425949028313,9.87731119960573
"GENE138",10.3569852410736,9.55679262969381,9.32691524655193,10.1935183108048
"GENE139",9.57847028801478,8.46846099984954,9.89710737133265,10.0355328913034
"GENE14",10.7033976929959,9.78942524802529,10.4393461365742,10.6804999899415
"GENE140",7.99842217429183,10.1818493389142,9.7498682615664,10.2538618655664
"GENE141",10.3324662709123,10.1289222732074,9.39959431360281,9.55326955729173
"GENE142",9.76391395826919,8.2124259108258,8.87269145666083,9.51647870392248
"GENE143",10.5278784412216,10.3220279214949,10.3480312638035,8.90386972981454
"GENE144",9.2362053141597,9.22179337164065,10.0064500514607,9.77048685031521
"GENE145",9.00237277297642,10.2756153127391,10.0586656363775,10.4739299152961
"GENE146",9.6453116891259,8.61665468704705,10.0287598677125,8.85141358332893
"GENE147",8.03203710515145,10.089958542008,9.51424668481088,9.89300089986853
"GENE148",8.50619081227983,10.1443537310365,9.51685477778573,10.4907849377451
"GENE149",10.1525193884702,10.7116320645924,10.4192815577678,10.5784447428252
"GENE15",10.3596103858838,10.1165888354375,9.71483093857251,9.92197630679633
"GENE150",8.41232112634163,10.0429559039022,9.77174962516441,9.4632230937298
"GENE151",9.08155536137146,9.69260282729716,8.74354216071716,8.73520621711486
"GENE152",10.551019610201,10.4158946748214,10.0472853203808,10.4227697715737
"GENE153",9.29257208374991,9.9493214389748,8.97973947869824,9.5619096853765
"GENE154",8.57067214250112,9.26559076522542,9.14251361562817,9.35586151314075
"GENE155",9.44706607397893,7.95940595808086,9.17169684068189,9.97246685330873
"GENE156",9.3912385551883,9.59354218551,8.46843294864082,9.33593530876135
"GENE157",10.3226657009913,9.75608817741109,7.04470205196698,10.0500909290087
"GENE158",10.0114522784362,9.37299932045832,7.58847571773587,10.1254836725795
"GENE159",9.14578385947116,10.2818411219704,9.41707693736429,9.51762077254546
"GENE16",9.04908866867449,9.54086447787538,9.29094999019606,9.02608768173202
"GENE160",9.82799422364609,8.48690484299081,7.7580301791417,9.8244904932049
"GENE161",10.292359185234,10.3986791793308,8.40145515784378,8.56553357841867
"GENE162",9.44808301400566,10.3020207039833,10.5239711636639,10.4761775269911
"GENE163",9.30964267895242,10.0826342146219,9.02211257082717,8.605823434795
"GENE164",9.57165500205976,8.24425842883657,9.99344703069276,10.4395249290665
"GENE165",7.81959325644275,7.88087922668134,8.10086904332519,8.13007989182341
"GENE166",9.93265090112959,10.0365831401535,10.5035211893943,9.79109888828709
"GENE167",10.5132731914554,10.3151781346932,10.4027118092848,8.8977277738271
"GENE168",9.70549206637149,10.4462613262812,10.1905363325912,9.04883765135891
"GENE169",9.98381496887705,9.92495416152449,8.56677028965464,8.16053724517377
"GENE17",9.78423219645932,6.88838850084524,7.80021890287891,8.33774844267487
"GENE170",8.59414792814854,9.16083663329589,8.15774937678351,7.23515002978973
"GENE171",8.22815273734076,9.02409859770916,9.16430060447326,9.02640788859477
"GENE172",9.6194499837604,10.0523440186453,9.15194668895507,9.66577263425931
"GENE173",10.1721785603813,7.65372394961364,10.4336340979529,10.5633891999277
"GENE174",9.26030972088445,10.4085012994017,9.11376279534435,10.4485254554461
"GENE175",9.64115770081576,8.8751246328635,8.04072297924539,9.23982191810451
"GENE176",9.85413288541902,8.97827290716941,9.5349307521804,8.62660706941164
"GENE177",9.4244821847381,7.79669471991922,10.1824004758592,9.60833065760031
"GENE178",9.81695745465754,8.31541061229651,8.48424689294326,8.55852925100897
"GENE179",10.004379260873,10.4632447996177,10.0510254705742,9.88157845787036
"GENE18",10.5701551635059,10.2324615165027,10.4433812457619,8.94146118488632
"GENE180",10.2365215837997,8.84818621683431,8.73165719268591,9.94862448838851
"GENE181",10.1691778631159,9.2112149436066,9.15923360168405,9.77240279109143
"GENE182",10.2794436549137,9.3159064241158,10.3185702748736,9.90299608006416
"GENE183",10.1960399029331,10.1114800702002,9.79572287109037,9.96015652415841
"GENE184",10.7263361955066,9.5843665268748,10.6347141998577,10.4803846984157
"GENE185",8.81205726855295,10.0196564124343,9.30498863223709,8.82558201255575
"GENE186",8.62944518568041,8.1848573575084,8.85686174146564,8.06292101989791
"GENE187",9.92573466942654,10.7838710057246,10.6915844969317,10.7394914171162
"GENE188",9.07719798235128,9.05679921597537,10.0083238534162,10.4259712370646
"GENE189",10.2982565020858,9.00460310285728,10.1605581383338,9.84391019814625
"GENE19",9.7035579575024,9.17683235649847,9.35968771536291,7.55186846997406
"GENE190",9.72801802570002,9.87376616953182,9.91504195584845,10.5023855607317
"GENE191",9.98118351349045,7.94399560063398,9.92797625464786,9.21075094021644
"GENE192",9.27560471248007,9.81313701396519,10.2366422206684,8.14702014633593
"GENE193",9.79299783575077,9.12837396729058,10.3334042784122,9.73622314827943
"GENE194",10.3611058439458,10.4266405913055,8.23105098464213,10.27644912465
"GENE195",10.4439546142401,10.5517367793437,10.7230354675746,10.4457093903442
"GENE196",10.4173152080482,10.2726103676182,9.30128955474626,10.4805273145107
"GENE197",10.2816208969595,10.2861610350488,10.675680835577,10.3935668855855
"GENE198",9.09466758902107,9.02511051103686,9.05139714809451,8.58021315401834
"GENE199",8.29804348384163,9.91466586589553,9.9002083653961,8.72980076191726
"GENE2",9.96822034061576,10.299845730795,10.3221765615447,9.10185354522001
"GENE20",9.98525823541247,10.3182223553358,10.0379691030894,8.7319442172349
"GENE200",9.62423149353376,10.5820481264792,10.4214979417146,10.1123428825505
"GENE21",9.92141123908661,9.25583831104249,10.5296673420458,10.4933689580951
"GENE22",8.87255215110717,9.86385191192399,10.4442446305684,10.3962244375213
"GENE23",10.0066667990283,9.93601593436725,7.64850988079716,10.0936957958883
"GENE24",9.3907380781667,8.2931793239409,8.86752050642742,9.53436176416737
"GENE25",10.2918465648366,9.94120228818244,10.086454523899,10.5312265183014
"GENE26",10.1479917858009,9.55229520816987,10.063616704559,10.0492525319533
"GENE27",8.099259084203,7.76077198605374,9.53829176903454,9.10988271098186
"GENE28",9.59560872907894,9.11392187089191,8.80896514638603,8.57411085926366
"GENE29",9.51829158107128,10.2262719536601,9.5428503214119,9.54538374731102
"GENE3",8.08436901752757,9.04850676353904,8.97480312257059,9.9305553211309
"GENE30",10.0061031311282,10.5931489137361,9.60327769076105,10.0711226401493
"GENE31",9.6897468882778,10.0204303333002,9.68539084244666,10.0777947489946
"GENE32",9.8674389576305,10.1129640086356,10.4197942730116,8.70437324635214
"GENE33",9.6983721531258,9.53407202766029,9.34515083411793,9.11383318561576
"GENE34",7.80266010300867,9.14466396574855,9.73414449615055,8.13411424653279
"GENE35",9.60965835081694,10.5383228421677,10.4660770432335,9.03651374890002
"GENE36",6.14440419619739,9.27883247458215,6.33522151809041,8.49268562355987
"GENE37",9.70204277351419,10.296039446539,8.24561343961273,10.0223068205734
"GENE38",9.8375015014348,8.5712876633998,10.2894192145395,10.3494841037181
"GENE39",9.82286525145872,10.6710701340746,10.0735743623587,10.6262448971683
"GENE4",6.23166098850845,6.39364848408724,8.93868942156576,9.4800050686946
"GENE40",10.2645850361953,9.8064249032425,9.16166344742055,8.71652703868701
"GENE41",9.93091644161953,8.93580326059674,10.2047205622944,10.4870929490585
"GENE42",8.63776425848466,9.38469897038177,7.52767350451153,8.42271609729564
"GENE43",9.54717531246243,10.5679153804707,10.617070131872,10.2018018655223
"GENE44",9.63541591306118,9.64169399038075,8.24753610686615,9.32034332760077
"GENE45",10.2302652332708,9.49839484862243,8.96908110563711,9.09075130102981
"GENE46",10.097262773744,7.43422060448063,10.4079919606193,10.3613744082362
"GENE47",9.97492288039673,9.81590243652356,10.2486183208332,9.97769587842995
"GENE48",9.72126002055739,9.4121106604415,9.64646905940806,10.1701039583648
"GENE49",7.45484754052228,7.08110326274657,9.50141577920519,8.93238278804609
"GENE5",8.52619441685504,9.86504189824684,8.4636121007019,9.42296681843417
"GENE50",9.87354579605063,7.69419715128558,9.96924751256251,8.39428269831265
"GENE51",9.53492341454338,10.4106865204483,8.35380236180578,10.0236252176462
"GENE52",9.9082007599009,9.49069299206509,8.38484462850944,9.6608781714932
"GENE53",9.686873741653,10.4213261031266,10.1173341493741,9.5037490179461
"GENE54",8.20078123978272,9.65679616816198,9.04258326341171,9.78762811745397
"GENE55",10.4436777149111,9.5562153413897,10.4707066407006,9.94910013315029
"GENE56",9.93716329783865,10.4250050821787,10.4007107934293,10.6477549943268
"GENE57",10.509671503115,8.67984756693362,9.57593711516427,10.4779570138163
"GENE58",9.0264084999553,7.55738272253915,9.51165663211673,9.79413468685832
"GENE59",10.1791803168446,10.3012316012573,10.0123630779823,8.62000065133847
"GENE6",10.0446521786976,9.28265067856913,9.33229318077462,9.22724372611941
"GENE60",10.4965493963728,9.69878290416873,10.4732402537502,10.4967399830048
"GENE61",10.3496021670484,6.81182557815384,10.2059294591053,9.92503478457924
"GENE62",9.85125477753049,10.4192639120848,10.5656979270503,9.95285831192513
"GENE63",8.10971534924594,9.72521266009914,8.72759395007607,8.7561472736769
"GENE64",8.8689756256885,8.90765772585633,10.0319392829352,9.32990514954813
"GENE65",8.11007174727111,8.50252241832495,9.10741849769754,9.04399316437608
"GENE66",9.37053263601599,10.5913410119938,10.4369706567083,10.0522064765344
"GENE67",10.1457111074176,9.28261379528939,8.64686004905874,9.12270033470351
"GENE68",8.3690882808342,10.1037566840062,8.88143711170213,9.45215426748375
"GENE69",8.90183673012418,10.2499852812013,8.72081485823175,9.67386404756346
"GENE7",10.1846343156602,9.20228630260176,10.4963236215206,9.74147323626815
"GENE70",10.6888979774531,9.92488646735757,10.5872199946562,10.6622886537376
"GENE71",10.3455758893477,10.3434177420594,10.0224615867437,10.0904023809635
"GENE72",10.4931131815054,9.69017801593968,10.6324185583345,10.6121684665727
"GENE73",9.5578965586121,9.68037710006347,10.1804346451827,10.5059576913487
"GENE74",7.83795080295259,7.64208529080444,8.52723330916789,9.05367561242951
"GENE75",8.73843990459357,9.82133876288693,9.81154178592442,10.4379427571261
"GENE76",10.2681462355909,9.2060627504137,10.3033034995278,10.3912590283623
"GENE77",10.1499879705661,10.1763663869522,9.36533920886025,10.2442583060769
"GENE78",8.51208083657891,10.0905173349844,10.4481274271809,10.5706144044859
"GENE79",9.25564730353585,9.35288409473325,9.7846842443037,9.48834711665145
"GENE8",9.77136539917822,9.8504177872358,9.93812260898954,9.9439692600122
"GENE80",9.62687812650993,8.52065871166429,8.33886346410783,7.60084746442501
"GENE81",9.62455600024311,9.02629932410292,9.24499796497468,10.2575201450097
"GENE82",10.2629740457325,10.3282651285038,9.91749263186174,8.43409950455892
"GENE83",10.3213639260013,10.1242315208133,10.5156601948853,9.88501897269855
"GENE84",8.89388577702137,9.87250606885347,9.60382694376859,9.96990201759289
"GENE85",9.35387234823556,9.22197411997073,8.5938837806359,10.1898439040484
"GENE86",10.1611028392729,9.73073283457196,9.08372464995676,10.0202362523469
"GENE87",9.24145332092377,9.63510102733661,8.19914375853072,8.66361913662906
"GENE88",9.94595451794514,8.22348277867769,9.85595053227894,9.47671829092332
"GENE89",6.28326853720077,10.0512985994982,9.90381162204179,10.1286075309756
"GENE9",9.87007326683202,10.7715969097192,10.4367732058828,10.4874671869328
"GENE90",10.4075681659076,10.2232379644793,10.3204243630567,8.42843063683697
"GENE91",10.6480567357911,10.683001123304,10.2404746692249,10.5166543467123
"GENE92",10.3491306843948,10.5986814632418,10.5517930368724,9.96523755197807
"GENE93",10.0948547099417,10.2429249308398,9.11352910571394,7.77315164313384
"GENE94",7.86367179072012,6.92314821761713,8.59895026575221,6.79107227634296
"GENE95",9.02668650412147,9.0318619933578,9.78134245179024,9.02617444539532
"GENE96",10.5198322867399,8.88587959928524,10.5235788896857,10.0075346165136
"GENE97",8.706419734599,7.56906013770129,8.87534977758103,9.50626502869168
"GENE98",8.02933126681635,8.3582395760637,8.04979601452308,9.5920399903109
"GENE99",7.66567871612901,6.92133978350436,8.98959018715811,8.69342655669492
