"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"GENE97",525.369462951823,-1.6883575421484,1.01589862711716,-1.66193505639386,0.0965257967384841,0.560965062313343
"GENE65",455.573711883065,-1.36097266693708,0.840139985089815,-1.61993559536579,0.105246112528213,0.560965062313343
"GENE82",1044.73405215612,1.267527332357,0.781384514409627,1.62215568517464,0.104770017522471,0.560965062313343
"GENE41",1080.60426765834,-1.15998223661776,0.698037942583283,-1.66177533605827,0.0965578292600597,0.560965062313343
"GENE3",681.88568506269,-1.7020283174109,1.10621853828013,-1.53860042886019,0.123901873793003,0.592958967437941
"GENE98",481.736384010531,-1.54274271655499,0.997024240936879,-1.54734724915546,0.121779534003259,0.592958967437941
"GENE173",1204.56925826426,-1.31350179282922,0.8434972397262,-1.55720935525004,0.119420787956833,0.592958967437941
"GENE139",860.002884220734,-1.34672078728972,0.902643020380212,-1.49197496339411,0.135705708905569,0.600057378904967
"GENE151",596.571085665172,1.33812634297632,0.912423013939564,1.46656355937221,0.142494819143038,0.600057378904967
"GENE28",574.642118124139,1.30424887131003,0.892612865030218,1.46115849592407,0.143971950115458,0.600057378904967
"GENE128",817.189001835255,-1.25856082664325,0.857960589186777,-1.46692149092325,0.142397413552583,0.600057378904967
"GENE144",811.090595938453,-1.22081150991113,0.830493168188428,-1.4699838080235,0.141566139407703,0.600057378904967
"GENE75",973.773720657139,-1.12057746368637,0.77132900245099,-1.45278792853063,0.146282644608673,0.600057378904967
"GENE120",1031.26063560747,-1.10450571465297,0.747965638200092,-1.47667975404707,0.139761501731805,0.600057378904967
"GENE178",578.080132734539,1.48056761904798,1.03723485171407,1.42741792430257,0.153459467326741,0.616907058653499
"GENE46",1147.75533480174,-1.30670573874728,0.926660911173877,-1.41012286478337,0.158503406903545,0.624689897796323
"GENE17",570.819171550781,1.76976672059397,1.3360395380678,1.32463648729545,0.185291747927773,0.689697061731157
"GENE59",1033.12069183391,1.03049503193639,0.767910902565959,1.34194608839777,0.179613476552191,0.689697061731157
"GENE72",1366.40980452681,-0.53361518870236,0.400353601600399,-1.33285971843204,0.182577843739278,0.689697061731157
"GENE44",711.852068028478,1.37872729678978,1.06528238177505,1.29423645821725,0.195583757142191,0.714769730646917
"GENE162",1241.0463048701,-0.706681450310278,0.556218088067424,-1.27051145130076,0.20390250643226,0.728401150467138
"GENE91",1482.02646233278,0.296682798192733,0.234888930508968,1.2630769681222,0.206561520281726,0.728401150467138
"GENE125",1072.82431433544,0.762669784338362,0.618861847826057,1.23237486204308,0.217809086728819,0.754821145387805
"GENE194",1164.80592860739,0.988861000329216,0.810754452561442,1.21968001187669,0.222586201693059,0.758302144750931
"GENE193",938.515920594096,-0.864579344403512,0.745755862597103,-1.1593329503205,0.246320495641258,0.799633778578392
"GENE134",1172.59844887972,0.746344542987573,0.644224193966687,1.15851678651201,0.246653205332638,0.799633778578392
"GENE187",1527.8800980668,-0.307862668038867,0.26172451802665,-1.17628516563939,0.23948094162149,0.799633778578392
"GENE143",1195.25342485845,0.788366039604733,0.691541960883735,1.14001186362902,0.254281358586334,0.811278620251636
"GENE20",1003.43701574564,0.861968285471796,0.768920880106594,1.12101037671431,0.262283445473592,0.823733945940499
"GENE155",756.689840502649,-1.24942675168849,1.16924246214633,-1.0685779828719,0.285259873866767,0.831208882509937
"GENE137",686.78262419113,-1.22833484995294,1.29543154837714,-0.948205137887637,0.34302503205423,0.831208882509937
"GENE19",696.139325370402,1.18890735021098,1.40611238039665,0.845527972576128,0.39781612150981,0.831208882509937
"GENE94",284.563086267607,-1.15315415441087,1.38372906041805,-0.83336701338229,0.404637772582244,0.831208882509937
"GENE36",450.558198768853,1.10495126491111,1.45698711714353,0.758380943736418,0.448222962597283,0.831208882509937
"GENE157",1012.17179265691,0.996047931016466,1.0582663834601,0.941207191860136,0.346598691909906,0.831208882509937
"GENE156",656.848243850113,0.979183043903241,1.00998650006377,0.969501120897575,0.332295221228619,0.831208882509937
"GENE102",560.580012006891,0.974325645519538,0.923784498829138,1.0547109707453,0.291557532754864,0.831208882509937
"GENE34",604.862485544646,-0.964066949254192,1.20817732066768,-0.797951536386579,0.424898614560762,0.831208882509937
"GENE175",607.967053635479,0.960580787710475,1.0916978225432,0.879896220249596,0.378915532511372,0.831208882509937
"GENE185",722.216370807838,0.946597242715062,1.04794967360068,0.903285020799346,0.366374644405147,0.831208882509937
"GENE52",786.518612806984,0.911302237395357,1.04101823219948,0.875395078787374,0.381358976544891,0.831208882509937
"GENE127",646.044115288786,-0.882337158975276,0.963950252056652,-0.915334745846842,0.360015923701677,0.831208882509937
"GENE95",645.745759329262,-0.874081050295783,0.957928950744486,-0.912469603947623,0.361521563428911,0.831208882509937
"GENE63",569.421123602902,0.857799416060626,1.06483326476941,0.805571580491881,0.420489917729436,0.831208882509937
"GENE6",769.742638434117,0.855178879654758,0.922193104725883,0.927331678443807,0.353754351542465,0.831208882509937
"GENE81",849.057091679926,-0.854915400059305,0.901929358808937,-0.947874012204551,0.343193596330649,0.831208882509937
"GENE37",956.411125918227,0.844722515020876,0.892259787167767,0.946722610577594,0.343780145723933,0.831208882509937
"GENE51",967.590322515013,0.839269949281409,0.880403860999875,0.953278360601748,0.340449052511033,0.831208882509937
"GENE126",834.215857721481,-0.813596432040606,0.804515667943572,-1.01128724331777,0.311878969843756,0.831208882509937
"GENE69",836.194525101888,0.812270207324998,1.0073465069992,0.806346378015128,0.420043155988101,0.831208882509937
"GENE90",1137.53005056319,0.806056795012472,0.80613898088237,0.99989804999901,0.317359848209118,0.831208882509937
"GENE33",709.347351239514,0.760074576218012,0.909615477963759,0.835599871188971,0.403380041248573,0.831208882509937
"GENE23",957.159006439545,0.751896568685785,0.994409387930435,0.756123763323104,0.449574995647821,0.831208882509937
"GENE172",836.70396648743,0.732701933091801,0.84562993241291,0.866456951211646,0.386239624093818,0.831208882509937
"GENE129",790.017216850018,-0.722877711113344,1.05742844562482,-0.68361855982246,0.494216061748185,0.831208882509937
"GENE132",732.961986469689,0.721075356176978,1.12015450208112,0.643728481059801,0.519751517783783,0.831208882509937
"GENE148",1012.77202269378,-0.715382721574452,0.852049902721485,-0.839601905110825,0.401131630715934,0.831208882509937
"GENE167",1201.85369034623,0.714528171494318,0.693097867440172,1.0309195931208,0.30257852768831,0.831208882509937
"GENE171",500.59737822072,-0.7046323249596,0.893464690259126,-0.788651563561219,0.430315684757023,0.831208882509937
"GENE85",796.413916932299,-0.697166175054634,1.04354832806186,-0.668072724863116,0.504087171317501,0.831208882509937
"GENE114",808.989402400549,0.684660713242949,1.09833237106699,0.623363866238253,0.533045437325718,0.831208882509937
"GENE153",759.592688135963,0.683631166968933,0.954834545665699,0.715968195822149,0.474010987370309,0.831208882509937
"GENE76",1147.52752548139,-0.680135156243158,0.671462557763139,-1.01291598225359,0.311100293760746,0.831208882509937
"GENE79",729.693118882521,-0.670564624383384,0.900989286291866,-0.744253715982769,0.456722996416655,0.831208882509937
"GENE30",1133.93579025111,0.668039215518633,0.634862953306579,1.052257360489,0.292681488912683,0.831208882509937
"GENE140",989.066570980416,-0.666086076599071,0.92289922123235,-0.721732190552338,0.470459146791152,0.831208882509937
"GENE145",1115.7430074269,-0.664590074926083,0.728294795139752,-0.912528936580626,0.361490343999253,0.831208882509937
"GENE68",767.290613464613,0.664407821877302,1.12417782766678,0.591016657263446,0.554509260134773,0.831208882509937
"GENE159",860.15560413462,0.662285428940713,0.877064217717456,0.755116233865177,0.450179243442626,0.831208882509937
"GENE5",683.374197916112,0.661486141467603,1.14087380386097,0.579806582664086,0.562045058005619,0.831208882509937
"GENE165",257.260897440279,-0.658208289445782,1.08683623974505,-0.605618643706788,0.544768019201494,0.831208882509937
"GENE18",1210.43712758625,0.649297767112359,0.686630106656212,0.945629620399758,0.344337530901773,0.831208882509937
"GENE190",1071.63288603521,-0.6373625706599,0.63990360129625,-0.996029041513123,0.319236034775194,0.831208882509937
"GENE29",882.867733813865,0.636802612297878,0.784094684992754,0.812150145238854,0.416705482457539,0.831208882509937
"GENE146",768.923464069979,-0.627219160646366,1.07554236820419,-0.583165460690889,0.559781920025217,0.831208882509937
"GENE176",708.121331493397,0.625589966930292,1.06094841304633,0.589651635496599,0.555424226265035,0.831208882509937
"GENE15",1071.14151280763,0.606449761470129,0.616597177829472,0.983542875763616,0.325340324055164,0.831208882509937
"GENE48",890.633440941508,-0.590538671630451,0.763630094674072,-0.773330799491999,0.439326632524948,0.831208882509937
"GENE7",1060.75795826789,-0.546372582312587,0.729078922440659,-0.749401149169907,0.453615458542688,0.831208882509937
"GENE168",1036.13822842086,0.537877725591469,0.755082969962637,0.712342546433122,0.476252683647726,0.831208882509937
"GENE84",842.666557143868,-0.526025748648119,0.898726080670514,-0.585301528420836,0.558344987338,0.831208882509937
"GENE86",930.068747765143,0.485581784308319,0.776048778943743,0.625710390227313,0.531504916936097,0.831208882509937
"GENE135",1212.94117478646,-0.47128235771128,0.615226934952824,-0.766030111713848,0.443658385482599,0.831208882509937
"GENE104",1106.94649376178,-0.454264811330712,0.750896349167641,-0.604963403849623,0.545203313080555,0.831208882509937
"GENE96",1179.37528545081,-0.43215924119646,0.742545356165786,-0.581997096349726,0.560568636708216,0.831208882509937
"GENE196",1201.60715344693,0.415381543552895,0.644031153528368,0.644971196311232,0.518945851806818,0.831208882509937
"GENE101",1138.57355782435,0.411446640169381,0.610820175580386,0.673597003861955,0.50056755852533,0.831208882509937
"GENE179",1121.83446288292,0.406266645969233,0.612581191444559,0.663204570501413,0.507199544688247,0.831208882509937
"GENE183",1046.14434521803,0.396202936035889,0.616059936156898,0.643124009179172,0.520143636689305,0.831208882509937
"GENE77",1065.65847995392,0.392029881774461,0.676770550225282,0.579265574785964,0.562409990155977,0.831208882509937
"GENE60",1298.61894031602,-0.391817517749045,0.478559192419435,-0.818744105129707,0.412932427166277,0.831208882509937
"GENE71",1186.92209266283,0.391799145946624,0.549445946460689,0.713080419412386,0.47579599516463,0.831208882509937
"GENE56",1334.5354855776,-0.38109839072842,0.408778839064583,-0.932285026300516,0.351189243997866,0.831208882509937
"GENE43",1276.65591046302,-0.327770284916869,0.543391123741072,-0.603194035744046,0.546379614934427,0.831208882509937
"GENE184",1383.79907041098,-0.317612714226393,0.42466414676102,-0.747915068057603,0.454511388227592,0.831208882509937
"GENE197",1370.97272420515,-0.293384692266724,0.34593067484448,-0.848102563898448,0.396380853882483,0.831208882509937
"GENE122",1321.53080889177,-0.292383646653681,0.460401776546547,-0.635061942738009,0.525388016732425,0.831208882509937
"GENE70",1449.91835810189,-0.284959907733823,0.312414508931479,-0.912121235049051,0.361704901008736,0.831208882509937
"GENE152",1328.01939873268,0.278154493490563,0.403506131653243,0.689343907491343,0.490606873233529,0.831208882509937
"GENE14",1403.9375090153,-0.266825218504502,0.377877151663561,-0.70611630613239,0.480115812051923,0.831208882509937
"GENE115",1435.86504031075,0.225662701948293,0.279161574582465,0.808358751686406,0.418884090040786,0.831208882509937
"GENE108",689.913208911908,0.606990209716892,1.06984850682151,0.567360898152062,0.570469010204284,0.834635199998386
"GENE154",573.832337839766,-0.519158672149276,0.924441704864426,-0.561591574046752,0.574394322547743,0.834635199998386
"GENE181",848.005325165975,0.490699747518571,0.898240155034574,0.546290148317499,0.584866507137483,0.834635199998386
"GENE2",1067.03850203235,0.390307618690197,0.731811588324906,0.533344408474863,0.593795192038653,0.834635199998386
"GENE53",1036.37041285277,0.377054137783832,0.693378635159371,0.54379255238686,0.586584234419352,0.834635199998386
"GENE109",1233.28287455907,0.306116580186353,0.558142442426273,0.548456015736142,0.583378822760794,0.834635199998386
"GENE92",1344.81457232786,0.21776185697696,0.406022488569021,0.536329546041739,0.591730814146824,0.834635199998386
"GENE11",739.151620235287,-0.532766565035817,1.04310368793967,-0.510751300369894,0.609525213834502,0.839140876580376
"GENE119",893.519628113667,0.415304498107747,0.810150166992384,0.512626566071733,0.608212566303114,0.839140876580376
"GENE47",1038.87822136138,-0.325458036239741,0.624403753424528,-0.521230108651292,0.60220648215217,0.839140876580376
"GENE54",725.270587733993,-0.562593235006556,1.15178356975871,-0.4884539507057,0.625228335631011,0.84332878018632
"GENE24",601.319250986859,-0.498534996492802,1.04612540092298,-0.476553763108086,0.633679914725624,0.84332878018632
"ACTB",1029.25063130789,-0.346332486208471,0.724235952392938,-0.478203940392849,0.632505058236581,0.84332878018632
"GENE182",1060.26885931155,-0.330171272005516,0.701209949152693,-0.470859365878191,0.637741167106073,0.84332878018632
"GENE166",1108.1555982295,-0.308424600895118,0.641714741662824,-0.480625706206971,0.630782542048131,0.84332878018632
"GENE25",1210.57039310438,-0.26873224125852,0.557401719771419,-0.48211591698842,0.629723603304713,0.84332878018632
"GENE123",735.200351446545,-0.479113161958099,1.04397539257498,-0.458931470382994,0.646283378687921,0.843525708547221
"GENE198",502.845619754711,0.39104582855117,0.845222801702919,0.462654140143058,0.643612294972051,0.843525708547221
"GENE13",507.181199146518,-0.485275105728748,1.13519763047397,-0.427480724678871,0.669029221615536,0.858530087533549
"GENE88",830.20629792989,-0.452791147852256,1.0645541207633,-0.425334080269773,0.67059315294909,0.858530087533549
"GENE195",1495.22671831151,-0.0974594391127361,0.225243669167576,-0.432684476651056,0.665244008825571,0.858530087533549
"GENE89",1020.91348505572,-0.954484803619485,2.31254110684128,-0.412742848460422,0.679795027950238,0.860904185595092
"GENE180",873.437807489964,0.400322099595035,0.987850161418159,0.405245770290033,0.685296864155297,0.860904185595092
"GENE106",915.154318190453,-0.317214570895025,0.778455049734172,-0.407492469864956,0.683646323631194,0.860904185595092
"GENE133",742.955646400555,0.458887567673825,1.17881151233091,0.389279849130799,0.697069141096553,0.870254020872094
"GENE158",903.373160733632,0.378785734705175,1.10121370562868,0.34397114090487,0.730867989532545,0.878362854398039
"GENE191",838.504181101182,-0.366864257311249,1.1317958127007,-0.324143501146053,0.745829394148917,0.878362854398039
"GENE147",874.515410711113,-0.338475055715234,1.05035191576501,-0.322249191566152,0.747263920905794,0.878362854398039
"GENE16",618.067011710381,0.307114513264798,0.923839183243161,0.332432872338954,0.739562420032689,0.878362854398039
"GENE35",1124.53635604883,0.280196603769081,0.778238644120383,0.360039437627487,0.718817641479047,0.878362854398039
"GENE138",1007.79557840476,0.267813075825621,0.735540867057964,0.364103597529294,0.715780650508676,0.878362854398039
"GENE189",1004.89588672844,-0.262648481241457,0.760842783118373,-0.345207297840129,0.729938532735387,0.878362854398039
"GENE26",1014.89751247169,-0.242521114050359,0.655944072878147,-0.369728341299321,0.711584912554096,0.878362854398039
"GENE130",1115.75526678622,0.226870914335328,0.683392964841583,0.331977245899683,0.739906440722602,0.878362854398039
"GENE55",1166.07464568574,-0.212685947817145,0.651942343589687,-0.326234290360811,0.744247099370204,0.878362854398039
"GENE61",1092.16908661479,-0.609531763110328,1.98298712658129,-0.307380595133349,0.758553696564242,0.882741417881842
"GENE57",1110.8820485919,-0.251046295536005,0.836670648066102,-0.300053905460026,0.764136038183302,0.882741417881842
"GENE8",941.950821945727,-0.198958996296418,0.669183931569354,-0.297315860274504,0.766225374080756,0.882741417881842
"GENE62",1216.65403402045,-0.170923024222345,0.580848687486376,-0.294264285871101,0.7685559608424,0.882741417881842
"GENE117",1138.77160771476,-0.195982718445445,0.707207094713515,-0.277122104558123,0.781686349275026,0.88767771866825
"GENE100",1290.3972696033,0.135011995917164,0.487184409466124,0.277127086363694,0.781682524108447,0.88767771866825
"GENE112",974.604570547149,0.175015150164784,0.670236024597883,0.261124654213845,0.793996379750142,0.896591417583025
"GENE66",1200.58275994233,-0.166449327060102,0.657323692923388,-0.253222771143139,0.8000960709869,0.898431900940597
"GENE50",813.15548830446,-0.285191375821923,1.26483653883647,-0.22547686366198,0.821608322108713,0.906506532968037
"GENE118",295.15193891311,-0.270417116112711,1.22527591203546,-0.220698957236078,0.825326843448511,0.906506532968037
"GENE116",672.558542055312,-0.252196415218529,1.11345401913105,-0.226499173639289,0.820813201872984,0.906506532968037
"GENE32",1027.30785897041,0.185052483024588,0.814706520456224,0.227140053968098,0.820314839331315,0.906506532968037
"GENE186",370.15221370083,-0.195942733181174,0.941953201405463,-0.208017482066851,0.835215317204553,0.912381949772365
"GENE9",1384.31407379641,-0.073073348644128,0.392792920846376,-0.186035299431243,0.852417079554609,0.926139637786359
"GENE160",770.313355008027,0.191122318502209,1.2847681226186,0.148760165462906,0.881742884170204,0.927907433079639
"GENE150",830.595170989691,-0.172530851785303,1.03214913968696,-0.167156901218394,0.867246595066727,0.927907433079639
"GENE124",815.72362075242,0.163872914444222,1.05510205959317,0.155314751738243,0.876573186528651,0.927907433079639
"GENE136",947.41590413808,0.121965926262638,0.808341784533537,0.150884104467048,0.880067139722268,0.927907433079639
"GENE200",1222.36016410241,-0.10259787123323,0.596372308057534,-0.172036611772612,0.863408746044163,0.927907433079639
"GENE39",1313.65978127623,-0.0743897266772757,0.486770993571231,-0.1528228420751,0.878537983951277,0.927907433079639
"GENE149",1430.87179956336,-0.0436994921130226,0.308971440686817,-0.141435376732174,0.887526008566195,0.929128790217735
"GENE199",791.208496528204,-0.125941857888196,1.14301865065909,-0.110183554586424,0.912263804395297,0.947356933805537
"GENE192",873.890858270618,-0.112798051902498,1.04894076269429,-0.107535197328748,0.914364403772508,0.947356933805537
"GENE31",949.922726125269,-0.0485987393228275,0.68772882860844,-0.0706655549414191,0.943663935451416,0.972699748849921
"GENE142",683.242025987009,0.0455836250777621,1.16212879201062,0.0392242455321127,0.96871160336889,0.983574932724322
"GENE10",1187.50482887321,-0.0215392094302469,0.655531351922554,-0.0328576342947996,0.973788117473334,0.983574932724322
"GENE83",1211.38886990902,-0.0207635253013825,0.565909893547029,-0.0366905147588783,0.970731771678207,0.983574932724322
"GENE1",1402.23556405754,-0.0124756976463481,0.345701806702263,-0.0360880313740822,0.971212165692619,0.983574932724322
"GENE113",777.108003177238,0.0215400475856082,1.0811501542869,0.0199232710648,0.984104581202921,0.989025104108936
"GENE174",1056.94779131711,0.00820441423229103,0.810262714535106,0.0101256223260852,0.991921060330959,0.991921060330959
