"gene","baseMean","log2FoldChange","stat","pvalue","padj"
"ILMN_70",7.807625,-2.55795,-1.38338488016014,0.167061378236351,0.854269558121624
"ILMN_76",6.9157,2.5219,1.31622873332498,0.188599887255183,0.854269558121624
"ILMN_82",9.5501,-2.5139,-1.19099026387619,0.23412834809904,0.854269558121624
"ILMN_10",7.727925,-2.49815,-1.34039735468016,0.180623508997131,0.854269558121624
"ILMN_152",7.689325,2.49415,1.33107469698857,0.183669987578209,0.854269558121624
"ILMN_276",5.837075,2.47685,1.23600180927486,0.216941554599445,0.854269558121624
"ILMN_114",9.043975,-2.46905,-1.14853319712451,0.251206192931221,0.854269558121624
"ILMN_30",7.452275,2.46395,1.26157069553287,0.207593542864154,0.854269558121624
"ILMN_269",7.06965,2.4432,1.26342283243553,0.206927956402833,0.854269558121624
"ILMN_12",8.087025,-2.43685,-1.37283606381938,0.170316192272836,0.854269558121624
"ILMN_171",7.583675,2.43655,1.27493787163839,0.202824709505751,0.854269558121624
"ILMN_226",6.50755,2.4364,1.29926099076177,0.194353393640074,0.854269558121624
"ILMN_86",8.346075,2.43635,1.24955162907171,0.211950589750767,0.854269558121624
"ILMN_199",5.4162,2.4032,1.15436313775681,0.248810888019239,0.854269558121624
"ILMN_124",8.831725,-2.39615,-1.12491737225342,0.261073853028449,0.854269558121624
"ILMN_116",8.4163,2.3956,1.19582403568912,0.232237609491264,0.854269558121624
"ILMN_17",6.531375,2.37485,1.2692257187514,0.204852679305505,0.854269558121624
"ILMN_206",9.0946,-2.3488,-1.08654886419008,0.277672549842069,0.854269558121624
"ILMN_129",7.2994,-2.3474,-1.2036108299705,0.229214683577245,0.854269558121624
"ILMN_155",6.655625,-2.34155,-1.25731847224588,0.209127514911383,0.854269558121624
"ILMN_291",7.85305,-2.3237,-1.26315382009006,0.207024532544894,0.854269558121624
"ILMN_280",9.088625,2.31725,1.0727559575881,0.283811894970938,0.854269558121624
"ILMN_28",6.77215,2.3039,1.22940737887016,0.219400994949194,0.854269558121624
"ILMN_42",8.786675,2.26855,1.06515479695098,0.287234330752084,0.854269558121624
"ILMN_198",7.225625,-2.25335,-1.16265537225097,0.245431573652317,0.854269558121624
"ILMN_227",8.561775,2.24805,1.08348068499551,0.279030320920884,0.854269558121624
"ILMN_183",8.278325,-2.22705,-1.17338619327708,0.24110655574341,0.854269558121624
"ILMN_55",6.81325,2.2179,1.17612302118046,0.240012150478787,0.854269558121624
"ILMN_64",8.54555,2.202,1.06459730183351,0.287486438421576,0.854269558121624
"ILMN_235",9.74605,-2.1988,-1.0749113790028,0.282846470868959,0.854269558121624
"ILMN_139",8.056225,-2.17225,-1.22280810040089,0.221882268654323,0.854269558121624
"ILMN_13",8.084475,-2.16425,-1.21965923374115,0.223073292020854,0.854269558121624
"ILMN_282",7.68255,-2.1385,-1.14003503640737,0.254726587139083,0.854269558121624
"ILMN_257",6.6126,-2.1273,-1.14143317671109,0.254145050230559,0.854269558121624
"ILMN_121",7.53255,-2.0784,-1.07605331266577,0.282335898226764,0.854269558121624
"ILMN_270",8.2256,2.07,1.11888193287642,0.263638249115871,0.854269558121624
"ILMN_80",6.169325,-2.06755,-1.05740560418647,0.290752051808994,0.854269558121624
"ILMN_90",8.275925,-2.05015,-1.08147732839538,0.279919311641359,0.854269558121624
"ILMN_272",7.8731,-2.0378,-1.11084505175045,0.267080004178685,0.854269558121624
"ILMN_160",6.940125,-2.02375,-1.05252386692132,0.292982955674491,0.854269558121624
"ILMN_52",8.110775,-2.00345,-1.12526107655535,0.260928338817568,0.854269558121624
"ILMN_137",7.7591,-1.9952,-1.07382857626468,0.28333118442654,0.854269558121624
"ILMN_243",7.931325,-1.97925,-1.09029694806145,0.276020028234562,0.854269558121624
"ILMN_104",7.650825,1.97535,1.0477263513789,0.295186565522759,0.854269558121624
"ILMN_7",7.7903,-1.9369,-1.04564337714778,0.29614678014883,0.854269558121624
"ILMN_32",9.396475,-2.21125,-1.02800087034219,0.304363655373024,0.869610443922927
"ILMN_11",9.063175,2.17965,1.01227462508468,0.311814796297685,0.874253104614856
"ILMN_68",8.94505,-2.1334,-0.999616137771348,0.317899272091568,0.874253104614856
"ILMN_131",8.705,2.1202,1.00086457596618,0.317295749324398,0.874253104614856
"ILMN_126",8.959275,-2.10325,-0.984735290939267,0.325151031726092,0.874253104614856
"ILMN_278",9.587825,-2.05975,-0.982219064737358,0.32638782572288,0.874253104614856
"ILMN_132",7.68885,-1.8863,-1.00660157978499,0.314532043057963,0.874253104614856
"ILMN_113",7.72905,1.8348,0.984627227721427,0.325204084849765,0.874253104614856
"ILMN_265",8.33155,-1.8647,-0.961979752051796,0.336447292675516,0.893222900908448
"ILMN_232",6.876675,1.82055,0.955675765767057,0.339620950988223,0.893739344705849
"ILMN_50",8.91115,-1.9821,-0.930322615736293,0.352578220877791,0.896932327894841
"ILMN_246",8.434175,-1.85175,-0.918410701554983,0.358772931157937,0.896932327894841
"ILMN_254",7.079175,-1.82605,-0.944205245718275,0.345444825589504,0.896932327894841
"ILMN_287",7.0845,1.787,0.923970688589023,0.355873007186936,0.896932327894841
"ILMN_72",6.777525,-1.75515,-0.936056127921835,0.349620883287361,0.896932327894841
"ILMN_57",6.627825,-1.71425,-0.920058268041814,0.357912060622692,0.896932327894841
"ILMN_290",9.02055,-1.9209,-0.895313220340452,0.370978704334423,0.909949477541364
"ILMN_175",8.7591,1.9207,0.901805577686297,0.367522013103101,0.909949477541364
"ILMN_225",8.821075,-1.88655,-0.885740073752219,0.376112450717097,0.909949477541364
"ILMN_182",6.729675,1.65825,0.888738648435565,0.374499710811067,0.909949477541364
"ILMN_264",8.625,1.8094,0.862924037866218,0.388524018528022,0.921290081770775
"ILMN_250",6.9575,-1.6563,-0.860217398456635,0.390012801282962,0.921290081770775
"ILMN_98",7.933625,-1.57145,-0.866036545664498,0.386816283940944,0.921290081770775
"ILMN_101",9.55715,1.7043,0.80841768070604,0.419170590883149,0.929973391506231
"ILMN_229",9.804925,-1.70035,-0.835843308242455,0.403575786794883,0.929973391506231
"ILMN_161",8.425825,-1.65465,-0.823129083151691,0.410761621840267,0.929973391506231
"ILMN_148",8.656925,-1.65175,-0.783452936284557,0.43367032162024,0.929973391506231
"ILMN_71",9.201575,1.64545,0.75756969360604,0.449006043667602,0.929973391506231
"ILMN_110",5.959525,-1.62435,-0.817644269992493,0.413884907378195,0.929973391506231
"ILMN_248",8.411875,-1.61185,-0.791060654772116,0.429496092541211,0.929973391506231
"ILMN_1",6.5399,-1.5837,-0.846954603374408,0.397358114448014,0.929973391506231
"ILMN_103",9.48745,1.5359,0.720748453207858,0.471345008771413,0.929973391506231
"ILMN_93",8.247375,1.53355,0.820587287313832,0.412207280020058,0.929973391506231
"ILMN_5",8.80495,-1.5302,-0.718488553474391,0.472735792256759,0.929973391506231
"ILMN_242",8.997475,1.52185,0.710587875058401,0.477615767650716,0.929973391506231
"ILMN_151",8.69375,1.5119,0.714016711188614,0.475494508369046,0.929973391506231
"ILMN_273",8.754275,1.50345,0.706306437285874,0.480271760724335,0.929973391506231
"ILMN_202",8.969175,-1.48895,-0.696750691181574,0.486228674143254,0.929973391506231
"ILMN_274",8.953425,1.48715,0.696498305069947,0.486386549062549,0.929973391506231
"ILMN_293",8.54865,-1.4777,-0.713996104105418,0.475507241506461,0.929973391506231
"ILMN_111",7.49775,-1.4762,-0.759293384467514,0.447975270438659,0.929973391506231
"ILMN_184",7.854725,1.47465,0.801801199701985,0.422985395553095,0.929973391506231
"ILMN_122",8.480575,1.46225,0.717057053216199,0.473617933983227,0.929973391506231
"ILMN_186",7.681025,1.42575,0.759882293630981,0.447623409822326,0.929973391506231
"ILMN_298",6.092,1.4236,0.72342158692745,0.469702838329088,0.929973391506231
"ILMN_220",7.5164,-1.419,-0.732380005213694,0.464222647763832,0.929973391506231
"ILMN_123",10.449675,-1.38825,-0.710761395093903,0.477508294468002,0.929973391506231
"ILMN_15",7.1078,1.3706,0.708811587842532,0.478716710012353,0.929973391506231
"ILMN_234",8.865525,-1.36345,-0.63995043186715,0.522449108163514,0.929973391506231
"ILMN_95",7.913075,1.35355,0.743017194114177,0.457762084507275,0.929973391506231
"ILMN_284",8.880225,1.35095,0.634083839634772,0.52626777045464,0.929973391506231
"ILMN_247",7.96125,1.3335,0.738983651561562,0.460205908650038,0.929973391506231
"ILMN_163",7.12805,1.3259,0.68581341614998,0.493095676430759,0.929973391506231
"ILMN_299",9.749025,1.32585,0.648387155799577,0.516982635037582,0.929973391506231
"ILMN_21",7.054775,-1.31045,-0.6777449819713,0.498194660434334,0.929973391506231
"ILMN_6",9.0116,1.3078,0.609975571417325,0.542108929643379,0.929973391506231
"ILMN_81",7.061375,1.30185,0.67325856572046,0.501042045427816,0.929973391506231
"ILMN_142",8.364025,1.28195,0.652745180214881,0.514170583717155,0.929973391506231
"ILMN_200",8.340075,-1.27825,-0.65717428142045,0.511320861977802,0.929973391506231
"ILMN_271",9.455225,-1.27725,-0.596992756197043,0.550737418374081,0.929973391506231
"ILMN_133",7.389425,-1.27575,-0.651255636024104,0.515130826580599,0.929973391506231
"ILMN_191",8.57955,1.2745,0.612171305579047,0.540656337075923,0.929973391506231
"ILMN_165",6.83255,-1.2692,-0.670969467976949,0.502498186239082,0.929973391506231
"ILMN_189",8.322975,-1.23635,-0.639989999876284,0.522423401232135,0.929973391506231
"ILMN_149",8.926575,1.23015,0.576966638681993,0.564178397203546,0.929973391506231
"ILMN_174",7.1842,-1.2289,-0.635583849794956,0.525290030252352,0.929973391506231
"ILMN_176",7.253275,1.22635,0.631539234563912,0.527928530320253,0.929973391506231
"ILMN_277",7.968825,-1.22315,-0.678861717643921,0.497487247713876,0.929973391506231
"ILMN_47",8.991175,-1.21545,-0.56779926590626,0.570383680123822,0.929973391506231
"ILMN_252",7.264875,-1.16625,-0.600087680731522,0.548674369233926,0.929973391506231
"ILMN_210",7.263725,-1.16605,-0.600034469559577,0.54870980698748,0.929973391506231
"ILMN_207",6.2776,-1.1204,-0.579428325792566,0.562517678244828,0.929973391506231
"ILMN_46",8.34695,-1.1094,-0.568786827251222,0.569713647461345,0.929973391506231
"ILMN_136",8.24375,-1.1053,-0.592507159778946,0.553734252916048,0.929973391506231
"ILMN_283",6.597425,1.09345,0.586545422293484,0.557729650636076,0.929973391506231
"ILMN_18",7.852775,-1.09325,-0.594263413221327,0.552559943827755,0.929973391506231
"ILMN_26",7.886175,1.09275,0.596768035863455,0.550887363831018,0.929973391506231
"ILMN_203",6.845075,1.08215,0.5709396783934,0.568254304596505,0.929973391506231
"ILMN_228",7.6593,1.0758,0.571379202431524,0.567956586998444,0.929973391506231
"ILMN_130",7.980025,-1.05325,-0.585879895522582,0.558176540014753,0.929973391506231
"ILMN_201",9.034225,1.19135,0.554637923773744,0.579349026200598,0.93443391322677
"ILMN_105",8.619275,-1.16305,-0.555170319129599,0.578985081474976,0.93443391322677
"ILMN_223",9.2268,-1.1792,-0.543041638317907,0.587302805345342,0.936273336188824
"ILMN_77",9.010375,1.09875,0.512520425386331,0.608475445288171,0.936273336188824
"ILMN_115",9.00665,1.0966,0.511665050443673,0.609073703549174,0.936273336188824
"ILMN_125",9.15525,-1.0716,-0.493571772405508,0.621789254812737,0.936273336188824
"ILMN_286",9.24405,-1.0532,-0.485098800234695,0.627783326510003,0.936273336188824
"ILMN_38",7.13295,1.0409,0.538421499171658,0.590485769449353,0.936273336188824
"ILMN_180",7.559475,1.01315,0.527437897259631,0.598084504211086,0.936273336188824
"ILMN_237",8.2672,0.985699999999997,0.522239570520967,0.601696289613957,0.936273336188824
"ILMN_79",8.33665,-0.959199999999998,-0.493825411462933,0.621610206311741,0.936273336188824
"ILMN_144",9.35375,0.952900000000003,0.441632981426324,0.658913929500728,0.936273336188824
"ILMN_44",9.13395,0.951199999999998,0.438579365789165,0.661124223487732,0.936273336188824
"ILMN_143",8.3876,-0.950700000000001,-0.479501036036623,0.631756957858682,0.936273336188824
"ILMN_292",8.97315,-0.9308,-0.435431699658603,0.663405698273635,0.936273336188824
"ILMN_31",9.386675,-0.927550000000002,-0.430910232671333,0.666688402587575,0.936273336188824
"ILMN_296",7.833225,0.92665,0.502471289076505,0.6155204060601,0.936273336188824
"ILMN_135",8.5925,-0.9186,-0.440329390735278,0.659857141671261,0.936273336188824
"ILMN_36",6.7315,0.917000000000002,0.491417839770935,0.623310659420767,0.936273336188824
"ILMN_29",7.3302,0.8695,0.444958246141064,0.656510401282426,0.936273336188824
"ILMN_197",8.13845,-0.864000000000001,-0.482816570525389,0.629402093774526,0.936273336188824
"ILMN_233",7.879125,0.863550000000003,0.471134323812176,0.637716062864657,0.936273336188824
"ILMN_63",9.3269,-0.844499999999996,-0.390605258160012,0.696227682618534,0.936273336188824
"ILMN_109",8.14915,-0.8393,-0.467387904795353,0.640392069739208,0.936273336188824
"ILMN_157",8.156125,-0.83835,-0.465803213293416,0.641525404377941,0.936273336188824
"ILMN_268",7.196525,-0.831550000000001,-0.429770941063783,0.667516571688207,0.936273336188824
"ILMN_73",9.34805,0.829900000000002,0.384462535237464,0.700771882915469,0.936273336188824
"ILMN_22",7.496025,-0.827249999999998,-0.42542783815742,0.670677359644325,0.936273336188824
"ILMN_9",5.78245,-0.821400000000001,-0.408214102243536,0.683262130145929,0.936273336188824
"ILMN_256",7.982425,0.817749999999998,0.455099881364154,0.649202010746202,0.936273336188824
"ILMN_204",7.520975,0.81715,0.422122460463534,0.673086845695813,0.936273336188824
"ILMN_88",9.59195,0.808400000000002,0.385771370172985,0.699802739477104,0.936273336188824
"ILMN_94",8.694725,-0.80355,-0.379473998587834,0.704470175043692,0.936273336188824
"ILMN_164",9.841825,0.79805,0.393307461930521,0.694232119441743,0.936273336188824
"ILMN_159",8.5939,-0.796999999999999,-0.381956772175534,0.702628668599712,0.936273336188824
"ILMN_238",8.108325,-0.78525,-0.441182620329027,0.659239726577484,0.936273336188824
"ILMN_245",7.753375,0.759750000000001,0.40867507293482,0.682923947697344,0.936273336188824
"ILMN_99",8.0427,-0.753600000000001,-0.42370542639426,0.671932506155619,0.936273336188824
"ILMN_251",7.3346,0.746000000000002,0.38165167289937,0.702854870814181,0.936273336188824
"ILMN_266",7.4913,0.744399999999999,0.382639037416961,0.702122929086843,0.936273336188824
"ILMN_65",7.46685,0.735399999999998,0.377085158324649,0.706243650858874,0.936273336188824
"ILMN_141",7.6666,-0.7136,-0.379450506246715,0.704487607944948,0.936273336188824
"ILMN_58",7.230125,-0.709850000000001,-0.366164820437072,0.714371163368806,0.936273336188824
"ILMN_56",7.668725,0.699650000000002,0.372159267004677,0.709905677475237,0.936273336188824
"ILMN_54",7.327525,-0.69825,-0.357383404047768,0.720930468865394,0.936273336188824
"ILMN_119",6.554625,0.670449999999999,0.358959195393723,0.719751893842769,0.936273336188824
"ILMN_212",7.7849,-0.6652,-0.358911359920938,0.71978766141757,0.936273336188824
"ILMN_83",8.77585,-0.7179,-0.337073034197291,0.736179718751284,0.94893336887279
"ILMN_241",8.802925,0.715550000000002,0.335977995655869,0.7370049164912,0.94893336887279
"ILMN_192",6.480025,0.623149999999998,0.331464670818168,0.740409262066992,0.949242643675631
"ILMN_8",9.11225,-0.701300000000002,-0.32370361666867,0.746275230570967,0.952550414123399
"ILMN_209",5.1691,0.677700000000001,0.316247425041638,0.751924699608034,0.952550414123399
"ILMN_25",8.274975,0.597749999999999,0.315469594237539,0.752514827157485,0.952550414123399
"ILMN_181",8.1128,-0.553,-0.310518722400661,0.756274359016913,0.953287007164176
"ILMN_102",9.63135,-0.626199999999999,-0.300885494639184,0.763606046434222,0.953478145742209
"ILMN_112",8.7182,0.6144,0.289888169391442,0.772001944290718,0.953478145742209
"ILMN_295",7.974025,-0.550249999999998,-0.305713469784295,0.759928852887936,0.953478145742209
"ILMN_158",9.358625,0.547049999999999,0.25362975255075,0.799868493030105,0.953478145742209
"ILMN_20",10.16305,-0.543199999999997,-0.271981131618763,0.785730090022969,0.953478145742209
"ILMN_147",8.268675,0.541650000000001,0.286763390384649,0.774392492940673,0.953478145742209
"ILMN_34",7.512775,0.540749999999998,0.278899326091064,0.78041818529644,0.953478145742209
"ILMN_62",8.211575,0.524649999999999,0.285376797746025,0.775453966246857,0.953478145742209
"ILMN_4",8.500675,0.514549999999998,0.251148331427084,0.80178541673834,0.953478145742209
"ILMN_244",8.973625,0.507849999999999,0.237565382782649,0.812299299651001,0.953478145742209
"ILMN_96",9.909725,0.501750000000001,0.248190377793192,0.804072029571851,0.953478145742209
"ILMN_106",9.1267,0.4992,0.230253942782096,0.817972928416239,0.953478145742209
"ILMN_3",6.80235,-0.496600000000001,-0.263799043694642,0.792025347381364,0.953478145742209
"ILMN_118",7.958625,-0.491749999999998,-0.272368914321658,0.785432076742859,0.953478145742209
"ILMN_108",6.5508,-0.4889,-0.261680318283238,0.793657720546278,0.953478145742209
"ILMN_253",9.11185,0.4817,0.222352544876963,0.824115116482317,0.953478145742209
"ILMN_214",7.358675,0.479649999999999,0.245153733881219,0.806421222505058,0.953478145742209
"ILMN_85",8.60175,-0.469299999999999,-0.22463212309732,0.822341949478934,0.953478145742209
"ILMN_213",7.25885,-0.464599999999998,-0.239161198513058,0.811062258466867,0.953478145742209
"ILMN_215",7.60995,0.439399999999998,0.231158240953169,0.817270674342252,0.953478145742209
"ILMN_294",8.20545,-0.404999999999999,-0.220901398550263,0.825244358389588,0.953478145742209
"ILMN_167",7.903725,-0.400549999999999,-0.219483951818539,0.826347726309915,0.953478145742209
"ILMN_236",8.898325,0.427050000000001,0.200440967876849,0.841203642925473,0.954724633424598
"ILMN_37",8.654225,-0.41145,-0.195247755545238,0.845265093429175,0.954724633424598
"ILMN_211",9.72525,-0.390599999999999,-0.190479793065513,0.848997605523956,0.954724633424598
"ILMN_49",8.983125,-0.388949999999999,-0.181811821669319,0.855791811816878,0.954724633424598
"ILMN_67",8.679,-0.372,-0.175781510644121,0.860524904170508,0.954724633424598
"ILMN_0",7.6678,0.3651,0.191057705615101,0.848601872135593,0.954724633424598
"ILMN_173",8.669775,-0.364050000000002,-0.172296296155888,0.863262695331009,0.954724633424598
"ILMN_187",6.178,-0.364000000000001,-0.186302991260533,0.852270132314446,0.954724633424598
"ILMN_289",6.147925,-0.34565,-0.176441619624212,0.860006547364557,0.954724633424598
"ILMN_162",6.88575,-0.327000000000002,-0.171405756979821,0.86396251900538,0.954724633424598
"ILMN_288",8.5815,0.310500000000001,0.149094608359548,0.881529078195379,0.954724633424598
"ILMN_260",8.340975,0.305650000000002,0.157083881154833,0.875231584918899,0.954724633424598
"ILMN_185",8.167875,-0.297250000000002,-0.164529128709233,0.869370029440368,0.954724633424598
"ILMN_48",6.2475,-0.296,-0.152555612238249,0.878800017916061,0.954724633424598
"ILMN_107",8.130575,-0.293950000000001,-0.16468417930846,0.869248035235583,0.954724633424598
"ILMN_127",8.0121,0.285000000000001,0.159543120036725,0.873294679734987,0.954724633424598
"ILMN_178",8.18545,-0.2736,-0.150577405477691,0.880359692894583,0.954724633424598
"ILMN_297",7.620825,0.267349999999998,0.140953285919764,0.887954155015897,0.958223908290537
"ILMN_51",7.023875,-0.25525,-0.132064989841565,0.894977161167004,0.960798865097133
"ILMN_219",7.4291,0.253899999999999,0.129828523134839,0.896745607423991,0.960798865097133
"ILMN_258",7.882825,-0.22315,-0.121808753763948,0.903091265121376,0.963489080205941
"ILMN_27",10.88505,0.220699999999999,0.118539674416707,0.905679735393584,0.963489080205941
"ILMN_24",9.090925,-0.23645,-0.109431493683823,0.912896844281032,0.966315474969986
"ILMN_217",9.1689,-0.226199999999997,-0.104115700602649,0.917112323524819,0.966315474969986
"ILMN_40",8.553175,0.21335,0.102997082206694,0.917999701221486,0.966315474969986
"ILMN_66",9.8316,0.183699999999998,0.090469486225398,0.927944333703846,0.97004047872463
"ILMN_146",8.38455,0.179,0.0903926157760913,0.928005391313229,0.97004047872463
"ILMN_205",10.133125,0.14175,0.0708548661274781,0.943536874452495,0.982850910888015
"ILMN_43",9.260575,0.132250000000001,0.0609533640895679,0.951416647369637,0.987549179743954
"ILMN_39",6.7939,0.107000000000002,0.0569162304587226,0.954630873752488,0.987549179743954
"ILMN_259",9.488325,0.103250000000001,0.0484571367643835,0.961368049368052,0.98770690003567
"ILMN_156",8.073875,-0.0927499999999988,-0.0522935367967232,0.958312208328302,0.98770690003567
"ILMN_89",7.8564,0.0711000000000039,0.0386677508877934,0.9691681473127,0.992322335132457
"ILMN_53",7.829275,0.06325,0.0342830499210467,0.972662842902343,0.99251310500239
"ILMN_150",6.989025,-0.0558499999999995,-0.0289329764309778,0.976927666072297,0.993485762107421
"ILMN_224",9.723575,-0.0444499999999977,-0.0216721625840132,0.982716674733982,0.995996629797955
"ILMN_75",7.02885,-0.0201000000000011,-0.0103977598269593,0.991707393673448,0.997809275704172
"ILMN_177",6.875575,0.0193500000000002,0.0101593362069422,0.991897538889213,0.997809275704172
"ILMN_87",8.027025,0.0104500000000023,0.00586719533467294,0.995320632472112,0.997809275704172
"ILMN_255",8.809075,0.0058499999999988,0.00274681345601579,0.997809275704172,0.997809275704172
