"gene","CJI1.A.CD1.ET1.1","CJI2.B.CD1.ET2.1","CJI3.I.K5PP3W.ET1.1","CJI4.J.K5PP3W.ET2.1","CJI5.K.K5PP3W.Rap1.1","CJI6.L.K5PP3W.Rap2.1"
"ENSMUSG00000000276",9.17698550655738,9.24829719243941,9.26251569261544,9.22357621449102,9.04601416182697,9.29882863208006
"ENSMUSG00000000278",9.66896733655057,9.80387984503472,9.31749112245239,9.28625549011406,9.45510521834754,9.36620631596684
"ENSMUSG00000000282",10.1888955442415,10.4398503126664,10.0953301546876,10.3786525566116,10.4059176681355,10.7233357423477
"ENSMUSG00000000290",7.52285134013194,7.38464271412286,7.87773197937848,7.53316471459219,7.36114133621476,7.37405543330031
"ENSMUSG00000000295",8.40628397962155,8.44381220128643,9.06253036794736,8.80078055034959,8.40315630601122,8.49502464834925
"ENSMUSG00000000296",8.98092471188364,8.80162392108008,8.47706983553529,8.37903677414686,8.2598706573422,8.30254436800051
"ENSMUSG00000000301",7.63819914771505,7.58422028852879,7.81449922370041,7.77882986617282,7.68120724950299,7.55815072586278
"ENSMUSG00000000303",13.6429252407281,13.8136855840036,13.8539089366423,13.9527697122056,13.8596408453636,14.191360299505
"ENSMUSG00000000305",7.56407755990513,7.6488027849179,7.40246306209956,7.48734146310881,7.50858344236904,7.79429164276368
"ENSMUSG00000000308",8.23488413090884,8.48177899414979,10.6878334987819,10.1243473629421,8.83562327963967,8.62897376519073
"ENSMUSG00000000317",7.78276758219323,7.52651867254265,7.55240716041742,7.66243031363772,7.40326797941024,7.51021666274535
"ENSMUSG00000000318",7.37130946433818,7.36287922173641,7.55240716041742,7.41814870960734,7.40326797941024,7.32443969420878
"ENSMUSG00000000320",9.34741664828971,8.89063250213678,9.35671268288439,9.17067724498786,8.7652431885987,8.64198339641839
"ENSMUSG00000000325",11.1495308059689,11.0508697204899,10.4710195300757,10.7145778347612,11.1121025267177,10.8987405941615
"ENSMUSG00000000326",10.6091693902442,10.6134825334804,10.5072150233122,10.6294852896281,10.2342685815626,10.2728098089655
"ENSMUSG00000000339",9.08003164237634,9.08042151727847,9.64064519653991,9.46245668279941,9.34921001055505,9.23323870568954
"ENSMUSG00000000340",10.2248158195122,10.5238560234749,10.0859979936408,10.2026663492482,9.71149885216644,10.0006230922759
"ENSMUSG00000000346",12.0342181815219,12.011970041714,11.813226044891,11.7851435514447,11.8062351432056,11.7896540759122
"ENSMUSG00000000355",9.26494507486728,9.36780113612866,9.74361350236971,9.67595284751928,9.50916952837482,9.44878516544845
"ENSMUSG00000000359",7.6935853487201,7.68445115760084,7.18158572058652,7.35723529096861,7.42271598593105,7.32443969420878
"ENSMUSG00000000374",11.4748688920378,11.6241987102228,11.4953488747476,11.4303504730831,11.7165684190721,11.7252945115531
"ENSMUSG00000000378",8.96652952536473,8.95814874670603,8.95578314708627,8.95584626527874,8.91830033202827,8.90089129187561
"ENSMUSG00000000384",9.68084942104264,9.67885124825102,10.004770201669,9.68299382880054,9.38096879397679,9.24927963553815
"ENSMUSG00000000385",9.37733762975392,9.26568966560657,10.8744418076543,11.3231594688795,10.1197463132464,9.07624573499134
"ENSMUSG00000000386",7.97836102768641,7.46127441591145,9.66440439550184,8.26922554103054,7.38280118005174,7.39648507342701
"ENSMUSG00000000392",7.53696301334681,7.51102247212826,7.40246306209956,7.35723529096861,7.50858344236904,7.45703467518308
"ENSMUSG00000000399",9.40038673579192,9.33306326200153,9.87876587634001,9.64561913282727,9.63560731547545,9.46922553169184
"ENSMUSG00000000402",8.62139161069734,8.60539895373102,7.25578397550325,7.39890914256483,7.92173749506436,7.85443400870295
"ENSMUSG00000000409",7.56407755990513,7.66091488390884,7.79540386504507,7.68519136264752,7.52400695828885,7.52670342270674
"ENSMUSG00000000416",10.5431074257072,10.4514123103743,9.50915116678151,10.0070792017228,10.4080570709898,10.9451408889862
"ENSMUSG00000000420",10.8211420626034,11.0293931806184,11.1775370319786,11.0582711917121,11.0037049040548,11.0585976212706
"ENSMUSG00000000439",10.641084849053,10.5784981514753,10.5844935112069,10.5408881898823,10.6284007497469,10.6263304907622
"ENSMUSG00000000440",7.91837451570159,8.03458361763049,7.74530445661383,7.86149100656933,7.53896902939326,7.61601096887019
"ENSMUSG00000000441",11.2488124368198,11.1940599822497,11.3443906324342,11.318745021603,11.2776817276994,11.3143324437353
"ENSMUSG00000000486",7.82781167476527,8.11801409304197,7.67986067765618,7.7284256619876,7.71480615603293,7.74004025224288
"ENSMUSG00000000489",8.57832128765377,8.32123332130899,8.49994032515773,8.35391442821444,8.49818051967935,8.02716087226453
"ENSMUSG00000000530",9.9078744713742,9.57895702484962,8.85602650518546,8.8677582261426,9.37422651030176,9.48713874381336
"ENSMUSG00000000531",8.00682646868255,8.13774524500796,7.82386373569196,7.88715240755349,7.82548273424102,8.07282934270347
"ENSMUSG00000000532",10.5421933437239,10.4132171076346,10.574113511532,10.5217147239587,10.771951761375,10.7470418834889
"ENSMUSG00000000538",10.6021736570641,10.6172136286326,10.0562575081699,10.1153697798121,10.8445626569782,10.5411628473188
"ENSMUSG00000000544",7.00206112373495,7.61092508319617,8.15587437118583,7.76903759218927,7.52400695828885,7.51021666274535
"ENSMUSG00000000552",9.0984447466092,8.81924757751353,9.11274553983037,9.15255819108771,9.61501692841801,9.62050958350288
"ENSMUSG00000000555",8.53357604055825,8.60120623594414,9.00135296621484,8.88395059561414,8.61490473779609,8.83655204838981
"ENSMUSG00000000561",9.81597277751883,10.0287276546851,10.865977165836,10.4165733158776,10.2486987716464,9.96177482099896
"ENSMUSG00000000563",11.0318702806723,11.0181811919626,11.7882800522439,11.4786180693351,11.2695198324368,11.2109158420349
"ENSMUSG00000000567",12.3219219335911,12.3828928106811,12.2099134093208,12.2923657266877,12.5876131121963,12.6354488755706
"ENSMUSG00000000568",11.8527141851195,12.0158396708968,12.0038572529755,11.7168281198714,11.749177672471,12.0860591738309
"ENSMUSG00000000579",7.87028763457596,7.88359174930086,7.64444413196581,7.66243031363772,7.66960315647073,7.64287953918753
"ENSMUSG00000000581",9.4291610879883,9.52917435911009,10.2002699544527,9.89422192353509,9.8212813723419,9.74017494633948
"ENSMUSG00000000594",10.4719048852324,10.2660213250607,9.34529614792447,9.83101596310239,10.0276312520213,10.2331124642227
"ENSMUSG00000000600",10.501380323418,10.4845212562463,10.6031743872797,10.7487239254048,10.8625413990985,10.8474163301965
"ENSMUSG00000000605",10.5567485944221,10.6791908254812,10.609655188992,10.7162626009639,10.6600824109722,10.8115704342055
"ENSMUSG00000000628",11.6907938857018,12.2094905995243,12.4005343189641,12.0013723429224,11.7019308715745,12.278272384665
"ENSMUSG00000000631",11.8716404189478,11.8208847931017,12.108619159999,11.7301722025748,12.5848029364458,12.0235307748199
"ENSMUSG00000000682",7.6935853487201,7.76069746048609,7.58028477734416,7.35723529096861,7.36114133621476,7.18844431414375
"ENSMUSG00000000686",8.77947616521112,8.8672917746349,8.78002139816559,8.78693499301664,8.99585779864945,8.91474828983254
"ENSMUSG00000000690",8.57031482395895,8.57142361026114,8.24028973952978,8.2910559808726,8.36269573756902,8.17132057111775
"ENSMUSG00000000693",8.32409970827107,8.31580542138026,8.5995688506862,8.41804695144286,8.23684539986567,8.30838858352835
"ENSMUSG00000000708",10.8136039476159,11.0398252798298,10.1803992609946,10.3209089081331,10.3788989487762,10.3983865712818
"ENSMUSG00000000711",10.5522160648306,10.475287162258,10.2439803180137,10.3593045440138,10.5210160973949,10.3715587147622
"ENSMUSG00000000724",7.87028763457596,7.6488027849179,7.52296440272508,7.41814870960734,7.50858344236904,7.68106860508835
"ENSMUSG00000000732",8.52106125029821,8.54966771567163,8.13678807519458,8.0189954955843,8.53402836519435,8.20416901979454
"ENSMUSG00000000738",9.90356476306522,9.99440558679803,10.1627793373963,10.1795019432791,10.0036241212036,9.96334967696301
"ENSMUSG00000000739",12.6909296320878,12.2265871659541,10.346566655698,11.2473644506816,11.4350005272989,11.9763221064545
"ENSMUSG00000000740",13.1171500733208,13.0929804958461,13.0250086322107,12.8682140614498,13.1051024419034,13.3083425026405
"ENSMUSG00000000743",10.4467026679796,10.3617498331204,10.674656896462,10.6312736590919,10.5512917471489,10.3972306471256
"ENSMUSG00000000751",12.0995679797846,11.8368860127378,11.7466926670309,11.5243592480777,12.0805886319014,12.0265000738231
"ENSMUSG00000000753",8.5541322685919,8.42923037368372,8.57440397830133,8.57831245826402,8.7652431885987,9.11803947643827
"ENSMUSG00000000759",10.4080393067098,10.3141191149759,10.6764208314901,10.5812558501075,10.4101932491675,10.3680216614966
"ENSMUSG00000000776",9.01203100803581,9.14153094488506,9.31983050166557,9.14733474336098,9.02559947616076,8.87981309010974
"ENSMUSG00000000782",9.54223614408191,9.44982482150488,9.22036101188754,9.03818433018181,9.4054043921618,9.47597082345942
"ENSMUSG00000000787",14.2483040997777,14.542221784256,14.2239263843851,14.0374474928812,14.2229213506067,14.6024707382161
"ENSMUSG00000000792",8.6020123758753,8.76193224322193,9.9064164364634,10.1243473629421,10.9352330875657,9.61849133959259
"ENSMUSG00000000794",7.91055875289655,8.09104087336217,7.33738233202791,7.48734146310881,7.56765442192745,7.55815072586278
"ENSMUSG00000000804",11.049923082589,11.0342709528513,10.710388318636,10.8541822329683,11.0857623985157,11.281096808595
"ENSMUSG00000000811",9.21096316245335,8.97370406113441,9.00730723163855,8.89356582792274,8.96231768509582,9.35152486560473
"ENSMUSG00000000823",10.7675199241392,10.7256941073159,10.4618246004124,10.4716179348294,10.5532230487659,10.6870208680756
"ENSMUSG00000000826",11.6176220461894,11.7916264435447,11.67078007148,11.7029361478106,11.5234005843703,11.7542547567315
"ENSMUSG00000000827",9.97780771751893,10.062228312871,10.3365246682571,10.4289913973284,10.110538296092,9.87229734134535
"ENSMUSG00000000838",11.4975586462644,11.5906028636991,11.4621287868224,11.3596070654814,11.5496157085925,11.7614046387028
"ENSMUSG00000000861",11.4715298297702,11.3270800300053,11.3996874118835,11.4252280588667,11.8392569827276,11.9167492002559
"ENSMUSG00000000869",7.81902165981838,7.79093896208693,7.70240926028097,7.73880698504464,7.75710637214066,7.61601096887019
"ENSMUSG00000000876",8.85138010490356,8.68624346180382,8.64831958184243,8.70782150475167,8.72097081081909,8.58452840973715
"ENSMUSG00000000881",10.5284111019161,10.5823219817526,10.3946606938979,10.5494325842203,10.7553019166465,10.6661199033265
"ENSMUSG00000000884",8.32911483982579,8.31034906571436,8.18074579205597,8.06789904041332,8.16438064332382,8.02716087226453
"ENSMUSG00000000901",7.82781167476527,7.6488027849179,7.87773197937848,7.92012060583135,7.59488687848797,7.68106860508835
"ENSMUSG00000000902",9.7371457668414,9.67885124825102,10.3342834022361,10.3657833044435,10.020612988382,9.87397662276399
"ENSMUSG00000000915",11.1483349664776,11.0118356484852,10.8859043047272,10.9037596405372,10.7802044068595,10.8987405941615
"ENSMUSG00000000916",8.97805872998699,9.22304626186294,9.21277986442478,8.9436346914289,8.97461702671556,8.92161969662592
"ENSMUSG00000000934",9.40660473939939,9.38596550534371,9.6930929489613,9.68650083593562,9.72200643507881,9.58164385195064
"ENSMUSG00000000938",10.3156437133611,10.2013139156475,10.4912419342656,10.3743757886212,10.409125562545,10.3561672496792
"ENSMUSG00000000948",8.19000125197098,8.49568849725659,8.29649440637823,8.15849867465387,8.14538792754697,8.21060855302009
"ENSMUSG00000000957",11.7328150603285,11.7508217965253,12.0472233882165,12.0861496133623,12.1567073745721,12.3804131403348
"ENSMUSG00000000958",8.5662905650582,8.15067442506665,7.66827878709476,7.7490319043182,7.87945102558626,7.80466165952903
"ENSMUSG00000000959",10.3348234001571,10.2790871998848,10.4317845020312,10.2171026609228,10.2794670241286,10.0925545037324
"ENSMUSG00000000976",9.96272038941864,9.82693017999771,10.2113252638766,10.1831849072922,10.0581004422234,10.0036847978828
"ENSMUSG00000000982",7.79200274682622,7.69589875297886,7.63216590111932,7.53316471459219,7.50858344236904,7.39648507342701
"ENSMUSG00000000983",7.00206112373495,7.18282247082345,10.2113252638766,10.2254560630371,7.45906962456614,7.37405543330031
"ENSMUSG00000001014",7.55069581393203,7.66091488390884,7.28564086324582,7.39890914256483,7.5535072717499,7.52670342270674
"ENSMUSG00000001016",9.95719340955864,10.0016258035717,10.346566655698,10.2171026609228,10.013559349643,10.0591505983501
"ENSMUSG00000001017",11.4686615873095,11.5811296592908,11.5826984420845,11.6134951992982,11.473046766768,11.560829147749
"ENSMUSG00000001018",10.1947514340713,10.0786830542735,10.0132492276569,10.0669390041605,10.0811993057176,10.1895888673899
"ENSMUSG00000001020",7.35029677475638,7.33968491703739,8.13033974895111,7.78848882043224,7.31323349072452,7.49315327766316
"ENSMUSG00000001021",7.24859904512496,7.36287922173641,7.58028477734416,7.5031008733372,7.31323349072452,7.86400679267273
"ENSMUSG00000001025",11.142941309305,10.8013465877909,12.1222005012562,12.0044631294141,11.3217608384056,11.9515385606084
"ENSMUSG00000001027",7.56407755990513,7.44340094085788,7.18158572058652,7.25352346255071,7.00206112373495,7.52670342270674
"ENSMUSG00000001029",7.85358010344092,7.73978310044393,7.42187258449017,7.5031008733372,7.63342078429746,7.55815072586278
"ENSMUSG00000001034",8.94903618605445,8.90704074244073,9.31514762351586,9.16294271737245,9.08869662405869,9.04864496024841
"ENSMUSG00000001036",10.2179345874041,10.0773191760128,9.86629801319977,9.84981490540693,10.0470972655333,9.95070078663829
"ENSMUSG00000001039",8.08707956750012,8.09104087336217,8.35497634631379,8.25813252596051,8.20128103759069,8.16461541652631
"ENSMUSG00000001052",11.5017733767159,11.4394025515832,11.5495433565479,11.4019484116372,11.5375384877344,11.5128912208167
"ENSMUSG00000001053",8.8061136435429,9.02223726346706,8.62825354269147,8.55313397030823,8.82532066331813,8.68433841355322
"ENSMUSG00000001054",9.22526001485477,8.92965666836606,9.15315379141256,9.18091925046643,9.13001303662196,8.9653911116229
"ENSMUSG00000001056",9.15466740427956,9.47538881989493,10.0356119396132,9.59975409391727,9.27121342181108,9.12390137270882
"ENSMUSG00000001062",9.16958843429355,9.01327709363307,8.88908472636442,9.0296126161378,9.19350491637202,9.12390137270882
"ENSMUSG00000001065",9.22288797252601,9.06324132224601,9.06253036794736,9.19361005417442,9.0603995818066,8.90089129187561
"ENSMUSG00000001082",9.50430199074799,9.32836246629781,9.73503415960806,9.53087792863495,9.27849636853427,9.21972045523459
"ENSMUSG00000001089",12.4576270537865,12.5017465082076,12.32146573824,12.2776843064553,12.6426959087433,12.7648073024313
"ENSMUSG00000001098",10.2609592466982,10.3370005150045,10.1653100154255,10.089398714184,10.348013094372,10.2292108386367
"ENSMUSG00000001100",10.026075609085,10.0088089291008,10.2174298342866,10.0775530907394,10.1585398751965,9.9522881825858
"ENSMUSG00000001105",9.92072413505572,10.1016684169056,9.7840680684702,9.91664647563086,9.93502144406947,10.0752256689633
"ENSMUSG00000001119",9.14210144074179,9.44119473842489,8.18686507724019,8.33337860824472,8.45643043630104,8.49991610139491
"ENSMUSG00000001120",8.23488413090884,8.05617124333501,8.60783692476704,8.2183158518611,7.8966357743874,8.12336606189331
"ENSMUSG00000001123",7.96376409844647,7.66091488390884,9.50508461063388,8.25813252596051,7.56765442192745,7.64287953918753
"ENSMUSG00000001127",10.5871925498543,10.5669645974591,10.2875367112328,10.6587100098329,10.3323136672353,10.2853808870615
"ENSMUSG00000001128",7.95636966277991,7.88359174930086,7.75561562116241,7.69627220324388,7.66960315647073,7.82497073585757
"ENSMUSG00000001131",7.62649154130929,7.84788261370368,8.50895927224606,8.20664124257912,7.75710637214066,7.85443400870295
"ENSMUSG00000001134",8.40628397962155,8.48643477607106,8.52235360082583,8.67389022358219,8.53843046179496,8.63766288698742
"ENSMUSG00000001138",9.91930223499776,9.71118748132253,9.67882355730786,9.68299382880054,9.7202607285011,9.42803025345561
"ENSMUSG00000001143",9.49465036497645,9.64013762358761,9.48456672071672,9.78287178572096,9.71325569294001,9.46922553169184
"ENSMUSG00000001150",10.6256477492049,10.6558109645812,10.6479324248758,10.5756914698284,10.6182963092987,10.5243458021442
"ENSMUSG00000001151",11.5888632649634,11.4586783729345,10.7850018521494,10.7996498068061,11.1570640133962,11.5139505332449
"ENSMUSG00000001156",9.66896733655057,9.93374826156546,9.18200971544112,9.05234429718115,9.22413194868679,9.64449922420226
"ENSMUSG00000001157",9.65870019906476,9.70585061938611,9.98622066688662,10.0602641654461,10.0021990237684,9.94592773207902
"ENSMUSG00000001158",9.28321588006131,9.30460626406306,9.40362609207945,9.30030788861589,9.33071731953122,9.30138586541011
"ENSMUSG00000001166",8.27783874833215,8.20679889066831,8.14319279169849,8.05419747542203,7.91345693740965,8.02716087226453
"ENSMUSG00000001173",10.3316447943731,10.4482683725184,10.1333445060259,10.1905220617093,10.4165825341636,10.4076001743408
"ENSMUSG00000001175",12.5849557777074,12.8062009984696,13.1121259734329,13.1629660473874,12.98130916155,13.1423570493681
"ENSMUSG00000001211",11.293289222951,11.2833163213281,10.5891867726312,10.8557101221675,11.2852192876772,11.1149233129151
"ENSMUSG00000001225",7.91837451570159,8.18844839911419,7.31260761531437,7.35723529096861,7.69260243789371,7.57319544010008
"ENSMUSG00000001227",8.06767864372836,7.7503197922503,7.52296440272508,7.33440046819833,7.53896902939326,7.69329745287643
"ENSMUSG00000001228",8.29865528618267,9.29739584119826,10.8919802604815,10.0616016781708,9.12185445381344,8.74911817461074
"ENSMUSG00000001229",9.85525511661863,9.80221862070979,10.0752561049387,10.1307249841951,10.0415631016083,9.73647292789224
"ENSMUSG00000001240",9.90500281551701,9.94279132591922,10.2653378121832,10.1905220617093,10.06901790991,9.88899956367638
"ENSMUSG00000001247",11.1572795419686,11.2132209104662,11.2483976732223,11.4390168745617,10.9916902677243,10.9467143587349
"ENSMUSG00000001248",9.58277679682682,9.64945474768567,9.30099923403037,9.43745695288905,9.53741162023759,9.32418225795745
"ENSMUSG00000001249",8.42930504866231,8.40947984792064,8.09741612809271,8.30179960924367,8.16438064332382,8.0349364031091
"ENSMUSG00000001270",8.22385261329482,8.86054162660011,7.63216590111932,7.76903759218927,7.59488687848797,7.95385498627785
"ENSMUSG00000001280",12.586277414143,12.6254151158008,12.275041893371,12.1619137115829,12.522285617459,12.4311324864283
"ENSMUSG00000001281",7.97109406237033,7.80074116566258,7.61962796630106,7.56154748691021,7.71480615603293,7.99535000800601
"ENSMUSG00000001285",9.04512159462644,8.82970153314249,9.19748503510389,9.05515763298176,8.98376378040116,8.92161969662592
"ENSMUSG00000001288",11.3190097391037,11.1375826368652,11.1404303327917,11.0267787807801,11.4012629750989,11.5313173957842
"ENSMUSG00000001289",10.6393778562126,10.6125482296803,10.5151347096743,10.5294151786379,10.8756861526639,11.0636788954818
"ENSMUSG00000001300",10.9990558975209,11.6093640486115,12.3569009272474,12.3563727880364,11.8486659264953,12.1044407848117
"ENSMUSG00000001305",8.82247218668119,8.88068292165671,9.42107503679171,9.04386709597571,8.75797629745309,8.72120700599491
"ENSMUSG00000001313",8.7861902755669,8.71328151239657,9.1017540766536,9.09663594224195,9.0197063613983,8.97855947237823
"ENSMUSG00000001323",10.2962002501578,10.4566367739545,10.3762720455879,10.1396053139398,10.1962923442309,10.1391346029491
"ENSMUSG00000001333",8.18424410070022,8.23664511544373,7.91994081979535,8.04028366028461,8.05128195289785,7.99535000800601
"ENSMUSG00000001334",7.60234862037255,7.82938260194791,8.00580200951602,7.73880698504464,7.31323349072452,7.37405543330031
"ENSMUSG00000001348",9.49465036497645,9.75143079126615,10.2886954649303,10.1646729661525,10.0526096539045,9.79098716738178
"ENSMUSG00000001349",7.63819914771505,7.58422028852879,7.47522158747858,7.61419348412887,7.47617037048595,7.49315327766316
"ENSMUSG00000001366",9.88327440357681,9.831820051085,9.66077581573817,9.85447511771681,9.8212813723419,9.70269948589119
"ENSMUSG00000001376",9.61329858856235,9.76856826535509,10.1916110016549,10.0015082887407,9.9484217747948,9.88899956367638
"ENSMUSG00000001380",9.78654545135973,9.93223536484222,10.4831875056964,10.1345377113956,9.77169396141961,9.79098716738178
"ENSMUSG00000001383",10.1338465366687,10.3516773726104,10.2770649288102,10.1758093194018,10.1737625720245,10.141908620613
"ENSMUSG00000001403",7.56407755990513,7.96643377117868,9.63695310680555,9.36399212957011,8.44215647010372,8.1845930745709
"ENSMUSG00000001415",10.2005830800861,10.2467978983391,10.7544551818573,10.5522693420321,10.5780941644545,10.4987410486141
"ENSMUSG00000001416",11.0102973817244,11.1996492534002,12.1034114413577,11.7807421665572,11.5125817360083,11.361609223502
"ENSMUSG00000001418",10.2797904609278,10.3750692567048,10.5121699988081,10.6604620811263,10.4187059119287,10.3867846688848
"ENSMUSG00000001419",11.0765826690484,11.060464230305,10.6702374826751,10.7972655220124,10.9608423195702,11.2043621640988
"ENSMUSG00000001420",8.95781314476428,8.90050329549909,9.40362609207945,9.25287510359588,9.21907676256433,9.07016320441419
"ENSMUSG00000001424",11.5157338676749,11.9041131705599,11.8541236442864,11.634498148945,11.3115772069091,11.3106773734657
"ENSMUSG00000001435",13.7764344904565,13.8647598032032,13.017592057266,13.2811441370061,14.0778786031387,14.1428883559156
"ENSMUSG00000001436",8.91932977782221,8.52300034498671,9.01323380078403,8.84140233752125,8.61900846679419,8.77639868574403
"ENSMUSG00000001440",12.2242593472506,12.5500714965239,13.1082339170245,12.6997455034309,12.6350193192899,12.6388465880332
"ENSMUSG00000001441",10.693834204205,10.798068045408,11.2070327874609,11.1243240553453,11.1107969565255,10.9646859629408
"ENSMUSG00000001445",9.84928360398612,9.71118748132253,9.83142274932116,9.75149038356526,9.70091045860354,9.504817968614
"ENSMUSG00000001467",9.84328628998171,10.3684252078098,10.7923343161159,10.273413971884,9.35379342479028,9.84171784599664
"ENSMUSG00000001472",12.0384107109692,11.9960305509342,11.7797315944262,11.8719624057479,11.8603412601438,11.9832162957699
"ENSMUSG00000001473",9.35388490347534,9.99295705768195,10.1085550985847,9.81515312852689,9.4989388830045,9.82964146041534
"ENSMUSG00000001482",9.67915826045813,9.55528844157995,9.35671268288439,9.3415953170373,9.3854448728588,9.55651420471662
"ENSMUSG00000001497",9.0984447466092,9.21280871306641,8.83575962887821,9.07190954469999,8.99585779864945,8.97855947237823
"ENSMUSG00000001504",10.8420395712025,10.7074492921037,9.79729401978025,10.1307249841951,10.3491278442331,10.1989341428437
"ENSMUSG00000001506",10.0650649718261,10.3221697864543,9.17941262074587,9.25287510359588,8.47981807797287,9.10029302325564
"ENSMUSG00000001507",13.552088708894,13.3279860522261,13.5350878133796,13.2859464001488,13.5591597339179,13.5119259815705
"ENSMUSG00000001517",7.87028763457596,8.16343087436711,9.60516165135495,9.30030788861589,8.85933321955513,8.63766288698742
"ENSMUSG00000001518",9.43929030873297,9.27552647045368,8.98029071048533,8.93130356343926,8.81493097296936,8.89390474478164
"ENSMUSG00000001520",8.37320776129402,8.13774524500796,8.08391250997796,8.120740076595,8.20729785960195,8.1845930745709
"ENSMUSG00000001521",10.4359039296476,10.4639188553779,10.2582544980812,10.1819583227454,10.1012695082683,10.218753414207
"ENSMUSG00000001524",8.29349052630121,8.20679889066831,8.47243887694038,8.5488831625585,8.40315630601122,8.10204449857159
"ENSMUSG00000001525",11.8163545052264,12.1753055690752,13.8740064304118,13.2684972661673,12.8204283055596,12.5688135300139
"ENSMUSG00000001542",10.5079522380406,11.0821561732942,11.1594181425123,11.0569451021402,10.8555331541857,11.3867025476777
"ENSMUSG00000001552",12.335086565279,12.3492844259002,12.9708449822368,12.8564865198305,12.2978466016079,12.3757654320476
